 --points----real t12___---imag t12___---real t23___---imag t23___---real t34___---imag t34___------r12_____------r13_____------r22_____------r11_____--------f1____--------f2____
         1    -.04185779     .00918935     .00108161    -.01616968     .20300126     .03219056     .01332553     .02251723     .00862676     .02251723   69.31205281     .46836688
         2    -.03288143     .00650146    -.01128749     .00834699     .39871715    -.03783395     .01374851     .02293862     .00881929     .02293862   70.36342292     .60828212
         3    -.00592828     .01299275    -.02373976     .01195485     .44172365    -.01174591     .01417355     .02285278     .00910701     .02285278   70.26745189    -.04193618
         4    -.00958358     .00621603    -.00723486     .00275724     .38503170     .01062060     .01389243     .02279779     .00901223     .02279779   69.95601890     .15148386
         5    -.01380572     .00325388    -.01383976     .00515987     .38307017    -.02513313     .01399737     .02279273     .00900607     .02279273   70.27635079     .21235872
         6    -.00373587     .00522087    -.01092430     .00485076     .42504062    -.01599508     .01407699     .02278695     .00907093     .02278695   70.25420902     .06845329
         7    -.00825186     .00307669    -.00917435     .00303670     .40631332    -.01825558     .01402904     .02273697     .00908198     .02273697   70.17212901     .07020899
         8    -.01075835     .00625852    -.00872261    -.00455888     .40679976    -.01389210     .01403284     .02282527     .00905286     .02282527   70.11569208     .07344693
         9    -.00800461     .00714712    -.00770781     .00570218     .42599227    -.01425151     .01404665     .02278065     .00904173     .02278065   70.27375170     .08007684
        10    -.00559528     .00041397    -.00691886     .00150190     .41302650    -.01257806     .01405994     .02271534     .00909319     .02271534   70.19769450     .02881128
        11    -.00958362     .00114248    -.00352750    -.00202059     .39847978    -.01610243     .01401059     .02268537     .00905323     .02268537   70.11318280     .04001971
        12    -.01084896     .00239790    -.00591593     .00332744     .41427307    -.01417346     .01401980     .02274804     .00905573     .02274804   70.24607822     .10121365
        13    -.00630872     .00104177    -.00824055     .00256177     .41618995    -.00967767     .01406807     .02272420     .00911464     .02272420   70.20422114     .01175521
        14    -.00820947     .00102516    -.00749367     .00112380     .40431150    -.00384090     .01399601     .02270735     .00907756     .02270735   70.09715437     .05404444
        15    -.00875664     .00197998    -.00769433     .00349385     .40878713    -.01200868     .01403353     .02271484     .00907238     .02271484   70.18977412     .07560496
        16    -.00688332     .00222969    -.00860638     .00369083     .41775092    -.01137083     .01407557     .02273963     .00909538     .02273963   70.20248126     .00401240
        17    -.00711767     .00118567    -.00685916     .00197033     .40803096    -.00901527     .01403821     .02273930     .00908775     .02273930   70.16917740     .02806631
        18    -.00863374     .00148143    -.00842130     .00184327     .40464651    -.01372377     .01404919     .02273954     .00907864     .02273954   70.19670975     .04539392
        19    -.00580157     .00194239    -.00720358     .00233617     .41749083    -.01391936     .01405860     .02271516     .00908406     .02271516   70.20343106     .03482493
        20    -.00583949     .00091327    -.00723764     .00175768     .41284790    -.01196094     .01405723     .02272414     .00909881     .02272414   70.21284463     .01918154
        21    -.00827110     .00228762    -.00533695    -.00040415     .40751713    -.01251779     .01404884     .02272389     .00908100     .02272389   70.16497217     .03958713
        22    -.00709870     .00328389    -.00646115     .00265477     .41631357    -.01180599     .01405445     .02273064     .00907251     .02273064   70.22552627     .05382069
        23    -.00606327     .00070649    -.00601191     .00057530     .40945489    -.00892532     .01406564     .02268666     .00910165     .02268666   70.18182663     .00425657
        24    -.00798354     .00087376    -.00558996     .00066895     .40497636    -.01326495     .01403280     .02269008     .00908002     .02269008   70.14230611     .02180005
        25    -.00840524     .00113257    -.00706909     .00207355     .41054928    -.01297419     .01403520     .02271347     .00908094     .02271347   70.21352148     .05093904
        26    -.00631289     .00118512    -.00781828     .00248078     .41491038    -.01162636     .01407193     .02270960     .00910719     .02270960   70.20203707     .00462639
        27    -.00676174     .00093778    -.00687607     .00109166     .40779725    -.00750749     .01403858     .02271363     .00909242     .02271363   70.15004393     .01902889
        28    -.00751355     .00069636    -.00731393     .00136184     .40691902    -.01314666     .01404815     .02270606     .00908495     .02270606   70.19930397     .04319831
        29    -.00618991     .00150238    -.00723296     .00170214     .41423143    -.01235448     .01406754     .02272007     .00909790     .02272007   70.19683835     .00991149
        30    -.00670925     .00110119    -.00644625     .00188702     .41005881    -.01261202     .01405566     .02271034     .00909740     .02271034   70.17121316     .01434619
        31    -.00749177     .00201607    -.00695454     .00051344     .40919286    -.01235853     .01405013     .02272002     .00909041     .02272002   70.16820334     .02599034
        32    -.00650972     .00221056    -.00677052     .00227822     .41402981    -.01181615     .01405924     .02271808     .00908939     .02271808   70.22273757     .01955080
        33    -.00588162     .00033382    -.00645155     .00104419     .41191173    -.01163069     .01406253     .02270774     .00909958     .02270774   70.19185704     .01035522
        34    -.00746115     .00089849    -.00591517     .00004714     .40866113    -.01288880     .01405164     .02270415     .00909010     .02270415   70.16056883     .02197716
        35    -.00725911     .00166071    -.00636828     .00170144     .41127093    -.01023150     .01405251     .02271329     .00908491     .02271329   70.20516085     .03431734
        36    -.00600585     .00061549    -.00652351     .00168483     .41141384    -.01088779     .01406167     .02269754     .00910529     .02269754   70.19116288     .00207329
        37    -.00687541     .00061850    -.00646313     .00099810     .40650151    -.00825499     .01403858     .02269351     .00909350     .02269351   70.15385055     .01776651
        38    -.00775304     .00047155    -.00675080     .00198837     .41045061    -.01242822     .01404886     .02270860     .00909101     .02270860   70.19027215     .02924650
        39    -.00608757     .00119594    -.00755590     .00225766     .41340369    -.01077428     .01406778     .02270665     .00910167     .02270665   70.17873955    -.00007352
        40    -.00641404     .00077546    -.00656988     .00162553     .40874811    -.01014324     .01404925     .02271421     .00909526     .02271421   70.16637670     .01497183
        41    -.00712630     .00093284    -.00752799     .00160566     .40762874    -.01242678     .01405788     .02271351     .00909285     .02271351   70.19379635     .02370732
